"type","value","count","flag"
"top_twitterer","PhRMA",740,"none"
"top_twitterer","Personal_Med",290,"none"
"top_twitterer","BioSquat",163,"none"
"top_twitterer","NoSQLDigest",132,"none"
"top_twitterer","Diaceutics",122,"none"
"top_twitterer","PharmacyPodcast",92,"none"
"top_twitterer","jenniferkruse",76,"none"
"top_twitterer","cathcoste",66,"none"
"top_twitterer","bioceuticsphc",41,"none"
"top_twitterer","labceuticslabs",39,"none"
"top_twitterer","MedicineWorld1",36,"none"
"top_twitterer","myriadgenetics",35,"none"
"top_twitterer","5amsolutions",9,"none"
"top_twitterer","rogersro",8,"none"
"top_hashtag","medicine",633,"none"
"top_hashtag","personalized",539,"none"
"top_hashtag","Precision",485,"none"
"top_hashtag","PersonalizedMedicine",251,"none"
"top_hashtag","precisionmedicine",175,"none"
"top_hashtag","pmsummit2015",160,"none"
"top_hashtag","cancer",135,"none"
"top_hashtag","healthcare",91,"none"
"top_hashtag","ASCO15",75,"none"
"top_hashtag","PMINetwork",54,"none"
"top_hashtag","BIO2015",44,"none"
"top_hashtag","personalizedmeds",36,"none"
"top_hashtag","HDPalooza",34,"none"
"top_hashtag","personalizedmedicines",32,"none"
"tag","pmsummit2015",160,"conference"
"tag","ASCO15",75,"conference"
"tag","BIO2015",44,"conference"
"tag","ASCO2015",15,"conference"
"tag","HTC2015",12,"conference"
"tag","ISMRM15",12,"conference"
"tag","LiNo15",11,"conference"
"tag","EULAR2015",5,"conference"
"tag","CGD15",4,"conference"
"tag","FORCE15",4,"conference"
"tag","TCGC15",4,"conference"
"tag","153;",3,"conference"
"tag","FEMS2015",3,"conference"
"tag","sermtg2015",3,"conference"
"tag","DIA2015",2,"conference"
"tag","EAACI2015",2,"conference"
"tag","ecfs2015",2,"conference"
"tag","EHA15",2,"conference"
"tag","JSM2015",2,"conference"
"tag","JSM2015)",2,"conference"
"tag","LIA15",2,"conference"
"tag","aacrpm15",1,"conference"
"tag","ACSM15",1,"conference"
"tag","AHIP2015",1,"conference"
"tag","AHLA15",1,"conference"
"tag","BIO15",1,"conference"
"tag","brink2015",1,"conference"
"tag","ESDR2015",1,"conference"
"tag","ESHRE2015",1,"conference"
"tag","hdpalooza15",1,"conference"
"tag","HLP15",1,"conference"
"tag","ibmehealth15",1,"conference"
"tag","KCASP15",1,"conference"
"tag","nlm2015",1,"conference"
"tag","OEB2015",1,"conference"
"tag","PMConf",1,"conference"
"tag","PMISUMMIT2015",1,"conference"
"tag","PMSummit15",1,"conference"
"tag","RIR15",1,"conference"
"tag","spief2015",1,"conference"
"tag","win2015",1,"conference"
"tag","medicine",633,"mesh"
"tag","patients",16,"mesh"
"tag","Technology",11,"mesh"
"tag","research",9,"mesh"
"tag","depression",8,"mesh"
"tag","pathology",8,"mesh"
"tag","immunotherapy",6,"mesh"
"tag","Qatar",6,"mesh"
"tag","mesothelioma",5,"mesh"
"tag","Obesity",5,"mesh"
"tag","Pharmacogenetics",4,"mesh"
"tag","Boston",3,"mesh"
"tag","ontario",3,"mesh"
"tag","paris",3,"mesh"
"tag","Survivors",3,"mesh"
"tag","architecture",2,"mesh"
"tag","basketball",2,"mesh"
"tag","bioethics",2,"mesh"
"tag","disease",2,"mesh"
"tag","genome",2,"mesh"
"tag","Gold",2,"mesh"
"tag","hospitals",2,"mesh"
"tag","Mice",2,"mesh"
"tag","psychiatry",2,"mesh"
"tag","Robotics",2,"mesh"
"tag","Spain",2,"mesh"
"tag","Sweden",2,"mesh"
"tag","Canada",1,"mesh"
"tag","cardiology",1,"mesh"
"tag","choline",1,"mesh"
"tag","education",1,"mesh"
"tag","Estonia",1,"mesh"
"tag","Government",1,"mesh"
"tag","heart",1,"mesh"
"tag","internet",1,"mesh"
"tag","Lectures",1,"mesh"
"tag","Leukemia",1,"mesh"
"tag","lymphoma",1,"mesh"
"tag","Montana",1,"mesh"
"tag","Myeloma",1,"mesh"
"tag","Neuroimaging",1,"mesh"
"tag","Nursing",1,"mesh"
"tag","nutrigenomics",1,"mesh"
"tag","ohio",1,"mesh"
"tag","pain",1,"mesh"
"tag","pharmacology",1,"mesh"
"tag","pharmacy",1,"mesh"
"tag","Physicians",1,"mesh"
"tag","telemedicine",1,"mesh"
"tag","telomere",1,"mesh"
"tag","conscioushealthsolutions",31,"none"
"tag","digitalhealth",30,"none"
"tag","healthit",27,"none"
"tag","mhealth",24,"none"
"tag","tech's",24,"none"
"tag","Companiondiagnostics",21,"none"
"tag","Healthdata",20,"none"
"tag","HIT",19,"none"
"tag","pharma",19,"none"
"tag","pipeline",19,"none"
"tag","biopharma",17,"none"
"tag","wearables",17,"none"
"tag","commercial",16,"none"
"tag","infographic",16,"none"
"tag","Medical",16,"none"
"tag","clinicaltrials",15,"none"
"tag","Healthy",15,"none"
"tag","oncology",15,"none"
"tag","Lifestyle",14,"none"
"tag","OneWalkShoeSelfie",13,"none"
"tag","innovation",12,"none"
"tag","pm101",12,"none"
"tag","targetedtherapy",11,"none"
"tag","KRAS",10,"none"
"tag","PrecisionMedicine",10,"none"
"tag","wellness",10,"none"
"tag","EHR",9,"none"
"tag","indiebio1",9,"none"
"tag","NSCLC",9,"none"
"tag","pancreaticcancer",9,"none"
